date,type,lots,price,S/L,T/P,commission,comment,profit,net profit,accumulated profit,max profit
2019-01-31 09:35:00,Buy,1,1487.8,1485.0,1499.8,2.05,entry_buy,0,-2.05,11693.75000000004,11695.80000000004
2019-01-31 09:36:30,Sell,1,1485.0,1485.0,1499.8,2.05,stop loss,-139.99999999999773,-142.04999999999774,11551.700000000043,11695.80000000004
2019-02-01 09:35:20,Buy,1,1503.8,1500.1,1515.8,2.05,entry_buy,0,-2.05,11549.650000000041,11695.80000000004
2019-02-01 09:38:45,Sell,1,1500.1,1500.1,1515.8,2.05,stop loss,-185.00000000000227,-187.05000000000229,11362.60000000004,11695.80000000004
2019-02-04 09:33:05,Buy,1,1504.6,1502.1,1516.6,2.05,entry_buy,0,-2.05,11360.55000000004,11695.80000000004
2019-02-04 09:36:15,Sell,1,1502.1,1502.1,1516.6,2.05,stop loss,-125.0,-127.05,11233.50000000004,11695.80000000004
2019-02-05 09:33:45,Buy,1,1521.6,1519.8,1533.6,2.05,entry_buy,0,-2.05,11231.45000000004,11695.80000000004
2019-02-05 11:29:30,Sell,1,1519.8,1519.8,1533.6,2.05,stop loss,-89.99999999999773,-92.04999999999772,11139.400000000041,11695.80000000004
2019-02-06 09:33:20,Buy,1,1523.0,1519.6,1535.0,2.05,entry_buy,0,-2.05,11137.350000000042,11695.80000000004
2019-02-06 09:38:15,Sell,1,1519.6,1519.6,1535.0,2.05,stop loss,-170.00000000000455,-172.05000000000456,10965.300000000037,11695.80000000004
2019-02-07 09:33:05,Buy,1,1511.1999999999998,1508.2,1523.1999999999998,2.05,entry_buy,0,-2.05,10963.250000000038,11695.80000000004
2019-02-07 09:35:25,Sell,1,1508.2,1508.2,1523.1999999999998,2.05,stop loss,-149.99999999998863,-152.04999999998864,10811.20000000005,11695.80000000004
2019-02-08 09:33:45,Buy,1,1503.8,1499.2,1515.8,2.05,entry_buy,0,-2.05,10809.150000000049,11695.80000000004
2019-02-08 10:25:25,Sell,1,1499.2,1499.2,1515.8,2.05,stop loss,-229.99999999999545,-232.04999999999546,10577.100000000053,11695.80000000004
2019-02-11 09:35:00,Buy,1,1513.8,1510.6,1525.8,2.05,entry_buy,0,-2.05,10575.050000000054,11695.80000000004
2019-02-11 09:44:55,Sell,1,1510.6,1510.6,1525.8,2.05,stop loss,-160.00000000000227,-162.05000000000229,10413.000000000051,11695.80000000004
2019-02-12 09:36:00,Buy,1,1530.1999999999998,1527.8,1542.1999999999998,2.05,entry_buy,0,-2.05,10410.950000000052,11695.80000000004
2019-02-12 15:45:00,Sell,1,1537.3999999999999,1527.8,1542.1999999999998,2.05,time exit,360.0000000000023,357.95000000000226,10768.900000000054,11695.80000000004
2019-02-13 09:33:10,Buy,1,1545.0,1542.9,1557.0,2.05,entry_buy,0,-2.05,10766.850000000053,11695.80000000004
2019-02-13 09:41:35,Sell,1,1542.9,1542.9,1557.0,2.05,stop loss,-104.99999999999545,-107.04999999999545,10659.800000000057,11695.80000000004
2019-02-14 09:36:15,Buy,1,1537.1999999999998,1533.2,1549.1999999999998,2.05,entry_buy,0,-2.05,10657.750000000058,11695.80000000004
2019-02-14 09:45:35,Sell,1,1533.2,1533.2,1549.1999999999998,2.05,stop loss,-199.99999999998863,-202.04999999998864,10455.70000000007,11695.80000000004
2019-02-15 09:33:10,Sell,1,1552.4,1556.9,1540.4,2.05,entry_sell,0,-2.05,10453.65000000007,11695.80000000004
2019-02-15 09:42:20,Buy,1,1556.9,1556.9,1540.4,2.05,stop loss,-225.0,-227.05,10226.60000000007,11695.80000000004
2019-02-18 09:36:10,Sell,1,1567.5,1568.5,1555.5,2.05,entry_sell,0,-2.05,10224.55000000007,11695.80000000004
