combination,minutes,target,trailing,trailing type,net profit,max drawdown,profit/dd,total trades,percent profitable,max con loss,sharpe ratio
273,4,0.45,0.2,traditional,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
274,4,0.45,0.2,staggered,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
275,4,0.45,0.4,traditional,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
276,4,0.45,0.4,staggered,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
277,4,0.45,0.6,traditional,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
278,4,0.45,0.6,staggered,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
279,4,0.45,0.8,traditional,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
280,4,0.45,0.8,staggered,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
281,4,0.5,0.2,traditional,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
282,4,0.5,0.2,staggered,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
283,4,0.5,0.4,traditional,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
284,4,0.5,0.4,staggered,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
285,4,0.5,0.6,traditional,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
286,4,0.5,0.6,staggered,-3496.56,4203.779999999684,-0.83,188,45.74,8,-1.97
