combination,minutes,target,trailing,trailing type,net profit,max drawdown,profit/dd,total trades,percent profitable,max con loss,sharpe ratio
238,3,3.0,0.6,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
239,3,3.0,0.8,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
240,3,3.0,0.8,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
241,3,3.5,0.2,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
242,3,3.5,0.2,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
243,3,3.5,0.4,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
244,3,3.5,0.4,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
245,3,3.5,0.6,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
246,3,3.5,0.6,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
247,3,3.5,0.8,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
248,3,3.5,0.8,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
249,3,4.0,0.2,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
250,3,4.0,0.2,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
251,3,4.0,0.4,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
252,3,4.0,0.4,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
253,3,4.0,0.6,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
254,3,4.0,0.6,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
255,3,4.0,0.8,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
256,3,4.0,0.8,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
257,3,4.5,0.2,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
258,3,4.5,0.2,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
259,3,4.5,0.4,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
260,3,4.5,0.4,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
261,3,4.5,0.6,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
262,3,4.5,0.6,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
263,3,4.5,0.8,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
264,3,4.5,0.8,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
265,3,5.0,0.2,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
266,3,5.0,0.2,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
267,3,5.0,0.4,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
268,3,5.0,0.4,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
269,3,5.0,0.6,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
270,3,5.0,0.6,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
271,3,5.0,0.8,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
272,3,5.0,0.8,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
273,3,5.5,0.2,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
274,3,5.5,0.2,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
275,3,5.5,0.4,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
276,3,5.5,0.4,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
277,3,5.5,0.6,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
278,3,5.5,0.6,staggered,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
279,3,5.5,0.8,traditional,-5104.5,5142.4000000000515,-0.99,73,39.73,6,-11.46
