combination,minutes,target,trailing,trailing type,net profit,max drawdown,profit/dd,total trades,percent profitable,max con loss,sharpe ratio
433,10,14.0,0.2,traditional,-1690.5,4184.4499999994805,-0.4,254,64.17,5,-0.17
434,10,14.0,0.2,staggered,1074.5,3039.749999999811,0.35,213,57.28,5,0.54
435,10,14.0,0.4,traditional,4482.7,4094.749999999809,1.09,252,51.98,8,1.04
436,10,14.0,0.4,staggered,7100.9,4199.549999999881,1.69,221,45.25,8,1.52
437,10,14.0,0.6,traditional,8137.7,4524.64999999986,1.8,253,45.45,8,1.49
438,10,14.0,0.6,staggered,8045.9,4964.64999999986,1.62,239,42.68,8,1.5
439,10,14.0,0.8,traditional,7650.9,5579.649999999856,1.37,251,42.63,9,1.38
440,10,14.0,0.8,staggered,7860.9,5669.649999999863,1.39,247,41.7,9,1.42
441,10,16.0,0.2,traditional,679.5,3339.4499999994987,0.2,254,62.6,6,0.43
442,10,16.0,0.2,staggered,2214.5,3274.7499999998054,0.68,212,55.19,6,0.79
443,10,16.0,0.4,traditional,7727.7,3929.749999999811,1.97,252,51.59,8,1.55
444,10,16.0,0.4,staggered,9751.8,5028.749999999836,1.94,225,46.22,8,1.89
445,10,16.0,0.6,traditional,7265.9,6014.64999999986,1.21,250,44.0,9,1.32
446,10,16.0,0.6,staggered,8420.9,6264.649999999863,1.34,241,41.91,9,1.49
447,10,16.0,0.8,traditional,7955.9,5614.649999999867,1.42,251,41.43,9,1.37
448,10,16.0,0.8,staggered,8015.9,5464.649999999881,1.47,248,40.73,9,1.39
449,15,2.0,0.2,traditional,-1699.6,2209.6499999991593,-0.77,222,93.69,2,-0.53
450,15,2.0,0.2,staggered,-1846.4,2176.549999999075,-0.85,173,91.91,2,-0.73
451,15,2.0,0.4,traditional,-2948.7,3358.0499999991735,-0.88,255,86.27,3,-0.86
