combination,minutes,target,net profit,max drawdown,profit/dd,total trades,percent profitable,max con loss,sharpe ratio
30,3.0,3.0,-1454.3,2675.4999999999945,-0.54,248.0,48.79,6.0,-0.19
31,3.0,3.5,-1241.8,2925.4999999999927,-0.42,248.0,47.98,7.0,-0.08
32,3.0,4.0,1483.2,3185.749999999998,0.47,248.0,49.6,7.0,0.84
33,3.0,4.5,1620.7,2396.3499999999985,0.68,248.0,47.98,7.0,0.81
34,3.0,5.0,1733.2,2161.0999999999913,0.8,248.0,46.37,7.0,0.78
35,3.0,5.5,2095.7,2458.8499999999985,0.85,248.0,44.76,7.0,0.83
36,3.0,6.0,2083.2,2508.8500000000004,0.83,248.0,43.15,8.0,0.78
37,4.0,0.5,-4966.8,4964.750000000053,-1.0,248.0,18.15,46.0,-12.99
38,4.0,1.0,-3816.8,4007.3500000000313,-0.95,248.0,38.71,8.0,-3.64
39,4.0,1.5,-3429.3,3957.050000000032,-0.87,248.0,43.55,9.0,-2.05
40,4.0,2.0,-2229.3,2973.9500000000116,-0.75,248.0,47.58,10.0,-0.77
41,4.0,2.5,-3454.3,4185.750000000035,-0.83,248.0,45.97,10.0,-1.24
42,4.0,3.0,-429.29999999999995,2237.999999999991,-0.19,248.0,50.4,6.0,0.25
43,4.0,3.5,-91.79999999999995,2350.499999999989,-0.04,248.0,50.0,7.0,0.34
44,4.0,4.0,2320.7,2511.5499999999993,0.92,248.0,51.21,7.0,1.1
45,4.0,4.5,3695.7,2158.0499999999993,1.71,248.0,50.81,7.0,1.42
46,4.0,5.0,2620.7,2421.449999999999,1.08,248.0,47.98,7.0,1.01
47,4.0,5.5,3308.2,2032.8500000000004,1.63,248.0,46.77,7.0,1.13
48,4.0,6.0,2158.2,3132.8499999999985,0.69,248.0,44.35,8.0,0.78
49,5.0,0.5,-4475.0,4472.95000000004,-1.0,250.0,22.4,21.0,-10.45
50,5.0,1.0,-2325.0,2494.2499999999945,-0.93,250.0,44.8,6.0,-1.65
51,5.0,1.5,-2962.5,3436.2500000000346,-0.86,250.0,44.8,12.0,-1.64
52,5.0,2.0,-2175.0,3189.8500000000095,-0.68,250.0,47.6,8.0,-0.73
53,5.0,2.5,-3862.5,4427.350000000032,-0.87,250.0,45.6,8.0,-1.43
54,5.0,3.0,-3025.0,3889.8500000000076,-0.78,250.0,47.2,6.0,-0.84
55,5.0,3.5,-3100.0,4369.150000000014,-0.71,250.0,46.8,7.0,-0.76
56,5.0,4.0,-1962.5,4125.850000000002,-0.48,250.0,47.2,7.0,-0.31
57,5.0,4.5,2737.5,2027.3500000000004,1.35,250.0,50.4,7.0,1.12
58,5.0,5.0,2262.5,3133.949999999997,0.72,250.0,48.4,8.0,0.9
59,5.0,5.5,2512.5,2939.249999999998,0.85,250.0,47.2,8.0,0.9
60,5.0,6.0,637.5,4170.049999999997,0.15,250.0,44.4,8.0,0.4
61,6.0,0.5,-4121.3,4142.200000000037,-0.99,243.0,24.28,20.0,-9.33
62,6.0,1.0,-2546.3,2690.949999999999,-0.95,243.0,43.62,8.0,-2.0
63,6.0,1.5,-2546.3,2720.05000000003,-0.94,243.0,45.68,8.0,-1.33
64,6.0,2.0,-646.3,1931.7499999999945,-0.33,243.0,50.62,9.0,0.22
65,6.0,2.5,-2546.3,3268.7500000000036,-0.78,243.0,47.33,10.0,-0.8
66,6.0,3.0,-3083.8,3746.350000000033,-0.82,243.0,47.33,9.0,-0.89
67,6.0,3.5,-2196.3,3731.5499999999993,-0.59,243.0,48.15,7.0,-0.44
68,6.0,4.0,-2933.8,5051.250000000014,-0.58,243.0,46.91,7.0,-0.63
69,6.0,4.5,-2558.8,4651.250000000013,-0.55,243.0,46.5,7.0,-0.46
70,6.0,5.0,-2358.8,4555.750000000011,-0.52,243.0,45.68,8.0,-0.37
71,6.0,5.5,-1283.8,3522.149999999995,-0.36,243.0,45.27,9.0,-0.07
72,6.0,6.0,-1971.3,3966.150000000008,-0.5,243.0,43.62,8.0,-0.23
73,10.0,0.5,-4925.0,4922.950000000042,-1.0,250.0,18.8,13.0,-12.6
74,10.0,1.0,-1825.0,2029.8999999999905,-0.9,250.0,46.8,8.0,-1.01
75,10.0,1.5,-2837.5,2973.149999999998,-0.95,250.0,45.2,10.0,-1.53
76,10.0,2.0,-1612.5,2322.999999999991,-0.69,250.0,48.8,5.0,-0.37
77,10.0,2.5,-3175.0,3295.900000000028,-0.96,250.0,46.4,6.0,-1.09
78,10.0,3.0,-2937.5,3354.849999999995,-0.88,250.0,47.6,5.0,-0.8
79,10.0,3.5,-3062.5,3731.75000000002,-0.82,250.0,47.6,5.0,-0.73
80,10.0,4.0,-3900.0,5325.8500000000295,-0.73,250.0,46.8,7.0,-0.91
81,10.0,4.5,-5163.0,5982.200000000032,-0.86,180.0,43.33,7.0,-1.5
82,10.0,5.0,-1250.0,5263.750000000009,-0.24,250.0,48.4,6.0,-0.06
83,10.0,5.5,150.0,3380.349999999994,0.04,250.0,48.8,7.0,0.28
84,10.0,6.0,-425.0,3980.349999999995,-0.11,250.0,47.6,7.0,0.13
85,15.0,0.5,-4116.8,4114.750000000038,-1.0,248.0,25.0,29.0,-9.07
86,15.0,1.0,-1116.8,1526.9499999999935,-0.73,248.0,49.6,11.0,-0.13
87,15.0,1.5,-1016.8,1361.75,-0.75,248.0,50.0,8.0,0.0
88,15.0,2.0,-216.79999999999995,1244.8499999999985,-0.17,248.0,51.61,6.0,0.51
89,15.0,2.5,-304.29999999999995,1245.949999999999,-0.24,248.0,51.21,5.0,0.36
90,15.0,3.0,-2541.8,2835.6499999999915,-0.9,248.0,47.98,5.0,-0.65
91,15.0,3.5,-2454.3,3519.350000000006,-0.7,248.0,48.39,5.0,-0.52
92,15.0,4.0,-3179.3,4337.550000000005,-0.73,248.0,47.98,6.0,-0.68
93,15.0,4.5,-3779.3,5550.0500000000075,-0.68,248.0,47.58,9.0,-0.78
94,15.0,5.0,-2229.3,5364.750000000008,-0.42,248.0,48.79,7.0,-0.31
95,15.0,5.5,-5122.8,5393.700000000012,-0.95,158.0,43.04,7.0,-1.34
96,15.0,6.0,-5085.5,5398.5999999999985,-0.94,155.0,42.58,7.0,-1.26
97,30.0,0.5,-4029.5,4027.4500000000335,-1.0,245.0,25.31,26.0,-8.87
98,30.0,1.0,-1354.5,1653.249999999989,-0.82,245.0,48.57,7.0,-0.45
99,30.0,1.5,-1554.5,2152.7499999999873,-0.72,245.0,48.57,9.0,-0.47
100,30.0,2.0,-1954.5,2619.5499999999993,-0.75,245.0,48.16,9.0,-0.61
101,30.0,2.5,-1217.0,2198.6499999999887,-0.55,245.0,49.8,9.0,-0.11
102,30.0,3.0,-1542.0,3073.6499999999996,-0.5,245.0,49.39,8.0,-0.23
103,30.0,3.5,-979.5,2748.649999999994,-0.36,245.0,50.2,8.0,0.01
104,30.0,4.0,-1954.5,3990.0500000000147,-0.49,245.0,49.39,6.0,-0.31
105,30.0,4.5,145.5,2982.45,0.05,245.0,51.43,5.0,0.33
106,30.0,5.0,583.0,3124.250000000001,0.19,244.0,51.64,5.0,0.41
107,30.0,5.5,933.0,4151.750000000009,0.22,243.0,51.03,5.0,0.46
108,30.0,6.0,3070.5,4272.650000000011,0.72,243.0,52.26,5.0,0.9
