combination,minutes,target,net profit,max drawdown,profit/dd,total trades,percent profitable,max con loss,sharpe ratio
1,1.0,0.5,-4625.0,4637.70000000005,-1.0,250.0,21.2,16.0,-11.12
2,1.0,1.0,-3425.0,3422.950000000026,-1.0,250.0,40.4,7.0,-3.09
3,1.0,1.5,-1450.0,1667.5499999999865,-0.87,250.0,49.2,5.0,-0.35
4,1.0,2.0,-1225.0,1660.4499999999898,-0.74,250.0,49.2,6.0,-0.13
5,1.0,2.5,-1437.5,2458.9499999999916,-0.58,250.0,47.2,6.0,-0.22
6,1.0,3.0,-850.0,2341.0499999999993,-0.36,250.0,45.6,6.0,0.08
7,1.0,3.5,1450.0,1159.449999999999,1.25,250.0,45.6,6.0,1.02
8,1.0,4.0,2437.5,1134.449999999999,2.15,250.0,43.6,7.0,1.32
9,1.0,4.5,2875.0,1221.3499999999967,2.35,250.0,41.2,8.0,1.39
10,1.0,5.0,4500.0,1113.5500000000047,4.04,250.0,40.4,8.0,1.84
11,1.0,5.5,3937.5,1396.9500000000007,2.82,250.0,37.6,8.0,1.57
12,1.0,6.0,4212.5,1371.949999999999,3.07,250.0,36.0,8.0,1.58
13,2.0,0.5,-4837.7,4865.150000000042,-0.99,247.0,19.03,22.0,-12.38
14,2.0,1.0,-2262.7,2453.249999999991,-0.92,247.0,44.94,10.0,-1.6
15,2.0,1.5,-2312.7,2988.0499999999956,-0.77,247.0,46.56,7.0,-1.1
16,2.0,2.0,-2000.2,2893.5999999999876,-0.69,247.0,48.18,8.0,-0.63
17,2.0,2.5,-1637.7,2793.5999999999876,-0.59,247.0,48.58,7.0,-0.32
18,2.0,3.0,-1775.2,2989.4999999999973,-0.59,247.0,47.37,6.0,-0.33
19,2.0,3.5,-1462.7,2639.5,-0.55,247.0,46.15,6.0,-0.17
20,2.0,4.0,387.29999999999995,1659.8999999999978,0.23,247.0,46.15,6.0,0.49
21,2.0,4.5,3262.3,1384.8999999999996,2.36,247.0,46.56,6.0,1.39
22,2.0,5.0,3212.3,1615.199999999999,1.99,247.0,44.13,6.0,1.29
23,2.0,5.5,3237.3,1515.199999999999,2.14,247.0,42.11,6.0,1.22
24,2.0,6.0,4012.3,1525.449999999997,2.63,247.0,40.89,6.0,1.37
25,3.0,0.5,-5066.8,5064.750000000051,-1.0,248.0,17.34,18.0,-13.56
26,3.0,1.0,-4216.8,4386.050000000027,-0.96,248.0,37.1,9.0,-4.2
27,3.0,1.5,-3579.3,3792.000000000029,-0.94,248.0,43.15,7.0,-2.18
28,3.0,2.0,-2266.8,2554.4999999999927,-0.89,248.0,47.58,6.0,-0.79
29,3.0,2.5,-3154.3,3517.000000000009,-0.9,248.0,46.37,9.0,-1.09
