combination,minutes,target,net profit,max drawdown,profit/dd,total trades,percent profitable,max con loss,sharpe ratio
46,6.0,0.1,-595.46,3725.6099999999515,-0.16,229.0,66.81,11.0,0.22
47,6.0,0.15,-3586.32,3703.239999999969,-0.97,168.0,52.98,11.0,-1.18
48,6.0,0.2,-3643.14,3871.4599999997117,-0.94,161.0,46.58,9.0,-1.08
49,6.0,0.25,-3693.14,4351.459999999881,-0.85,161.0,41.61,9.0,-0.99
50,6.0,0.3,464.53999999999996,6068.789999999974,0.08,229.0,41.92,11.0,0.4
51,6.0,0.35,2484.54,5868.789999999957,0.42,229.0,39.74,11.0,0.86
52,6.0,0.4,5504.54,5668.789999999966,0.97,229.0,38.86,11.0,1.47
53,6.0,0.45,7964.54,5468.789999999948,1.46,229.0,37.99,11.0,1.88
54,6.0,0.5,9554.54,5268.789999999961,1.81,229.0,37.12,11.0,2.08
55,10.0,0.1,756.6199999999999,2659.0899999998146,0.28,237.0,71.73,3.0,0.79
56,10.0,0.15,996.6199999999999,2765.5099999999384,0.36,237.0,62.45,5.0,0.7
57,10.0,0.2,976.6199999999999,4546.029999999608,0.21,237.0,55.7,5.0,0.6
58,10.0,0.25,3236.62,3729.029999999888,0.87,237.0,51.9,5.0,1.12
59,10.0,0.3,3856.62,3961.5099999999875,0.97,237.0,48.1,7.0,1.16
60,10.0,0.35,6881.36,3383.5299999999406,2.03,236.0,46.61,7.0,1.73
61,10.0,0.4,10271.36,2987.2899999999518,3.44,236.0,45.76,7.0,2.29
62,10.0,0.45,8501.36,4487.28999999987,1.89,235.0,42.55,7.0,1.78
63,10.0,0.5,6031.36,9077.289999999917,0.66,235.0,40.85,7.0,1.0
64,15.0,0.1,2001.36,2171.389999999945,0.92,236.0,75.42,3.0,1.21
65,15.0,0.15,2771.3599999999997,2424.0499999999793,1.14,236.0,66.95,3.0,1.24
66,15.0,0.2,5101.36,1951.4499999999116,2.61,236.0,62.29,3.0,1.71
67,15.0,0.25,7021.36,1665.0299999999806,4.22,236.0,58.05,5.0,1.99
68,15.0,0.3,8506.1,1994.5099999999966,4.26,235.0,54.89,5.0,2.17
69,15.0,0.35,10946.1,1894.5099999999875,5.78,235.0,52.34,5.0,2.51
70,15.0,0.4,11816.1,1794.509999999993,6.58,235.0,50.21,5.0,2.48
71,15.0,0.45,4956.1,7245.72999999985,0.68,235.0,46.38,5.0,0.89
72,15.0,0.5,4896.1,7995.149999999947,0.61,235.0,43.83,6.0,0.86
73,30.0,0.1,844.48,4603.769999999802,0.18,248.0,79.84,2.0,0.64
74,30.0,0.15,-1445.52,7568.510000000003,-0.19,248.0,72.18,4.0,-0.05
75,30.0,0.2,3449.2200000000003,6498.509999999696,0.53,247.0,68.42,4.0,0.78
76,30.0,0.25,3689.2200000000003,6731.049999999914,0.55,247.0,63.56,4.0,0.76
77,30.0,0.3,3803.96,7958.910000000031,0.48,246.0,60.16,4.0,0.73
78,30.0,0.35,-3522.16,10774.919999999905,-0.33,184.0,52.72,4.0,-0.4
79,30.0,0.4,-3597.94,9340.69999999997,-0.39,181.0,50.28,5.0,-0.41
80,30.0,0.45,-3628.46,8960.299999999785,-0.4,179.0,47.49,6.0,-0.4
81,30.0,0.5,-1644.24,7194.049999999974,-0.23,174.0,44.83,6.0,-0.13
