combination,minutes,target,net profit,max drawdown,profit/dd,total trades,percent profitable,max con loss,sharpe ratio
36,3.0,6.0,1120.7,2850.049999999994,0.39,248.0,43.15,8.0,0.53
37,4.0,0.5,-291.79999999999995,1648.5499999999902,-0.18,248.0,89.92,2.0,0.67
38,4.0,1.0,358.20000000000005,1403.8499999999985,0.26,248.0,82.66,3.0,0.85
39,4.0,1.5,-379.29999999999995,2403.849999999993,-0.16,248.0,74.6,3.0,0.31
40,4.0,2.0,295.70000000000005,2166.6499999999996,0.14,248.0,69.76,3.0,0.55
41,4.0,2.5,-1179.3,2701.3499999999913,-0.44,248.0,63.31,6.0,-0.06
42,4.0,3.0,1295.7,2116.0499999999984,0.61,248.0,61.69,6.0,0.79
43,4.0,3.5,1320.7,2502.3499999999985,0.53,248.0,58.06,7.0,0.73
44,4.0,4.0,1758.2,2861.5499999999993,0.61,248.0,55.24,7.0,0.81
45,4.0,4.5,1345.7,2386.5499999999975,0.56,248.0,52.02,7.0,0.65
46,4.0,5.0,1320.7,2907.3499999999985,0.45,248.0,49.19,7.0,0.61
47,4.0,5.5,2358.2,2739.3499999999967,0.86,248.0,47.58,7.0,0.84
48,4.0,6.0,1733.2,3614.3499999999976,0.48,248.0,45.16,8.0,0.65
49,5.0,0.5,112.5,1341.3499999999967,0.08,250.0,90.8,2.0,1.06
50,5.0,1.0,812.5,1259.7999999999956,0.64,250.0,84.0,2.0,1.12
51,5.0,1.5,725.0,1430.2999999999956,0.51,250.0,77.2,3.0,0.83
52,5.0,2.0,537.5,1690.8499999999985,0.32,250.0,71.2,3.0,0.63
53,5.0,2.5,-1062.5,2422.9499999999916,-0.44,250.0,64.8,3.0,-0.01
54,5.0,3.0,-137.5,2446.149999999995,-0.06,250.0,61.6,6.0,0.29
55,5.0,3.5,412.5,3702.3500000000004,0.11,250.0,58.4,7.0,0.43
56,5.0,4.0,-312.5,3914.8500000000004,-0.08,250.0,54.8,7.0,0.2
57,5.0,4.5,1187.5,3264.8499999999967,0.36,250.0,53.2,7.0,0.58
58,5.0,5.0,75.0,4588.850000000015,0.02,250.0,49.6,8.0,0.28
59,5.0,5.5,1550.0,3763.850000000013,0.41,250.0,48.4,8.0,0.62
60,5.0,6.0,425.0,4495.05000000001,0.09,250.0,45.6,8.0,0.33
61,6.0,0.5,-296.29999999999995,1250.8500000000004,-0.24,243.0,90.53,2.0,0.63
62,6.0,1.0,1316.2,1405.0499999999938,0.94,243.0,85.19,3.0,1.45
63,6.0,1.5,541.2,1729.3500000000004,0.31,243.0,78.19,3.0,0.72
64,6.0,2.0,216.20000000000005,2458.949999999997,0.09,243.0,72.84,5.0,0.47
65,6.0,2.5,-1483.8,4505.049999999996,-0.33,243.0,66.67,7.0,-0.17
66,6.0,3.0,-1058.8,4367.549999999994,-0.24,243.0,62.96,7.0,-0.02
67,6.0,3.5,-1258.8,5381.65,-0.23,243.0,58.85,7.0,-0.08
68,6.0,4.0,-5171.2,6143.400000000011,-0.84,182.0,52.75,7.0,-1.32
69,6.0,4.5,-5105.6,5989.200000000018,-0.85,166.0,48.8,7.0,-1.33
70,6.0,5.0,-5218.5,6202.10000000001,-0.84,160.0,46.25,8.0,-1.33
71,6.0,5.5,-946.3,5926.750000000007,-0.16,243.0,48.56,8.0,0.01
72,6.0,6.0,-5306.0,6489.600000000023,-0.82,160.0,41.88,8.0,-1.26
73,10.0,0.5,1562.5,1228.3499999999967,1.27,250.0,95.2,1.0,2.26
74,10.0,1.0,3450.0,1740.4500000000135,1.98,250.0,90.0,2.0,2.77
75,10.0,1.5,4087.5,1952.950000000017,2.09,250.0,84.4,2.0,2.42
76,10.0,2.0,187.5,3340.5499999999956,0.06,250.0,76.4,3.0,0.43
77,10.0,2.5,-2412.5,5065.950000000009,-0.48,250.0,69.2,3.0,-0.43
78,10.0,3.0,-5145.0,5728.600000000026,-0.9,200.0,62.5,5.0,-1.32
79,10.0,3.5,-2200.0,4897.150000000007,-0.45,250.0,62.0,5.0,-0.31
80,10.0,4.0,-5178.2,5961.8000000000275,-0.87,202.0,56.44,6.0,-1.17
81,10.0,4.5,-862.5,5088.850000000002,-0.17,250.0,57.2,6.0,0.04
82,10.0,5.0,-100.0,4715.950000000004,-0.02,250.0,55.2,6.0,0.21
83,10.0,5.5,300.0,5038.850000000017,0.06,250.0,53.2,7.0,0.29
84,10.0,6.0,600.0,5138.850000000018,0.12,250.0,51.6,7.0,0.33
85,15.0,0.5,1670.7,682.6499999999996,2.45,248.0,96.37,1.0,2.28
86,15.0,1.0,2120.7,1276.9499999999953,1.66,248.0,89.92,1.0,1.7
87,15.0,1.5,1045.7,1858.449999999999,0.56,248.0,83.47,2.0,0.84
88,15.0,2.0,-379.29999999999995,2766.3499999999967,-0.14,248.0,77.82,2.0,0.21
89,15.0,2.5,20.700000000000045,2789.949999999997,0.01,248.0,73.79,2.0,0.31
90,15.0,3.0,-2179.3,4252.4500000000135,-0.51,248.0,68.55,4.0,-0.31
91,15.0,3.5,-2004.3,4402.450000000005,-0.46,248.0,65.32,4.0,-0.24
92,15.0,4.0,-2191.8,4966.750000000015,-0.44,248.0,62.1,5.0,-0.27
93,15.0,4.5,-2416.8,5943.150000000005,-0.41,248.0,59.27,5.0,-0.31
94,15.0,5.0,-5315.9,6299.500000000007,-0.84,199.0,54.27,7.0,-1.02
95,15.0,5.5,-5338.4,6422.000000000042,-0.83,174.0,51.15,4.0,-1.08
96,15.0,6.0,-5117.5,6301.10000000003,-0.81,175.0,49.14,5.0,-1.0
97,30.0,0.5,1558.0,620.3499999999949,2.51,245.0,96.33,1.0,2.08
98,30.0,1.0,-817.0,2570.7499999999973,-0.32,245.0,88.57,2.0,0.08
99,30.0,1.5,1833.0,2620.749999999998,0.7,245.0,86.12,2.0,1.08
100,30.0,2.0,2045.5,3898.4500000000126,0.52,245.0,82.04,3.0,0.98
101,30.0,2.5,1670.5,5773.4500000000135,0.29,245.0,77.96,3.0,0.74
102,30.0,3.0,3120.5,4952.950000000008,0.63,245.0,75.1,3.0,1.07
103,30.0,3.5,5258.0,4740.449999999999,1.11,245.0,73.06,4.0,1.54
104,30.0,4.0,3295.5,5248.650000000001,0.63,245.0,68.16,4.0,0.99
105,30.0,4.5,4820.5,5036.15,0.96,245.0,66.53,4.0,1.26
106,30.0,5.0,4608.0,6409.550000000008,0.72,244.0,63.93,5.0,1.16
107,30.0,5.5,4695.5,6272.050000000008,0.75,243.0,61.73,5.0,1.1
108,30.0,6.0,6958.0,6234.550000000007,1.12,243.0,60.91,5.0,1.5
