date,id,type,lots,price,S/L,T/P,commission,comment,profit,net profit,accumulated profit,max profit
2019-12-23 14:20:12,520,BUY,20000,1.1090799999999998,1.10897,1.10912,2.0,,0.0,-2.0,-2.0,-2.0
2019-12-23 14:20:22,521,SELL,20000,1.10913,0.0,0.0,2.0,,0.9999999999976694,-1.0000000000023306,-3.0000000000023306,-2.0
