combination,minutes,target,range size,min atr,net profit,max drawdown,profit/dd,total trades,percent profitable,max con loss,sharpe ratio
95,1.0,16.0,40.0,90.0,3737.5,1666.25,2.24,125.0,47.2,6.0,1.36
96,1.0,16.0,50.0,50.0,5505.1,1956.3500000000004,2.81,239.0,43.93,6.0,1.57
97,1.0,16.0,50.0,60.0,4258.4,1872.6499999999996,2.27,226.0,43.36,6.0,1.29
98,1.0,16.0,50.0,70.0,4305.9,2007.850000000015,2.14,201.0,44.28,6.0,1.34
99,1.0,16.0,50.0,80.0,2285.7,2437.2499999999964,0.94,173.0,43.35,6.0,0.84
100,1.0,16.0,50.0,90.0,3737.5,1666.25,2.24,125.0,47.2,6.0,1.36
101,1.0,20.0,10.0,50.0,6153.3,1058.5499999999993,5.81,137.0,36.5,7.0,2.14
102,1.0,20.0,10.0,60.0,5285.2,1058.5499999999993,4.99,128.0,35.94,7.0,1.92
103,1.0,20.0,10.0,70.0,5007.2,1058.5499999999993,4.73,108.0,37.04,5.0,1.95
104,1.0,20.0,10.0,80.0,3836.0,1673.5499999999993,2.29,90.0,36.67,10.0,1.64
105,1.0,20.0,10.0,90.0,3194.0,1124.4500000000007,2.84,60.0,38.33,5.0,1.62
106,1.0,20.0,20.0,50.0,5500.6,3251.649999999994,1.69,234.0,37.61,7.0,1.43
107,1.0,20.0,20.0,60.0,3693.9,3327.9499999999953,1.11,221.0,36.65,7.0,1.05
108,1.0,20.0,20.0,70.0,3541.4,2835.149999999996,1.25,196.0,37.24,7.0,1.05
109,1.0,20.0,20.0,80.0,1626.2,3863.1499999999996,0.42,168.0,36.31,7.0,0.6
110,1.0,20.0,20.0,90.0,2113.9,3148.449999999997,0.67,121.0,38.02,8.0,0.78
111,1.0,20.0,30.0,50.0,6688.3,3251.649999999994,2.06,237.0,38.4,7.0,1.68
112,1.0,20.0,30.0,60.0,4881.6,3327.9499999999953,1.47,224.0,37.5,7.0,1.31
113,1.0,20.0,30.0,70.0,4729.1,2835.149999999996,1.67,199.0,38.19,7.0,1.32
114,1.0,20.0,30.0,80.0,2813.9,3863.1499999999996,0.73,171.0,37.43,7.0,0.9
115,1.0,20.0,30.0,90.0,2905.7,3148.449999999997,0.92,123.0,39.02,8.0,1.01
116,1.0,20.0,40.0,50.0,5310.1,3870.7499999999973,1.37,239.0,38.08,7.0,1.35
117,1.0,20.0,40.0,60.0,3503.4,3947.0499999999975,0.89,226.0,37.17,7.0,0.98
118,1.0,20.0,40.0,70.0,3350.9,3454.2499999999973,0.97,201.0,37.81,7.0,0.97
119,1.0,20.0,40.0,80.0,1435.7,4482.2500000000055,0.32,173.0,36.99,7.0,0.53
120,1.0,20.0,40.0,90.0,1527.5,3767.5499999999993,0.41,125.0,38.4,8.0,0.58
121,1.0,20.0,50.0,50.0,5310.1,3870.7499999999973,1.37,239.0,38.08,7.0,1.35
122,1.0,20.0,50.0,60.0,3503.4,3947.0499999999975,0.89,226.0,37.17,7.0,0.98
123,1.0,20.0,50.0,70.0,3350.9,3454.2499999999973,0.97,201.0,37.81,7.0,0.97
124,1.0,20.0,50.0,80.0,1435.7,4482.2500000000055,0.32,173.0,36.99,7.0,0.53
125,1.0,20.0,50.0,90.0,1527.5,3767.5499999999993,0.41,125.0,38.4,8.0,0.58
126,1.0,24.0,10.0,50.0,6013.3,1468.5499999999993,4.09,137.0,32.85,7.0,1.89
127,1.0,24.0,10.0,60.0,4825.2,1468.5499999999993,3.29,128.0,32.03,10.0,1.61
128,1.0,24.0,10.0,70.0,6112.2,1468.5499999999993,4.16,108.0,35.19,6.0,2.09
129,1.0,24.0,10.0,80.0,5716.0,1513.5499999999993,3.78,90.0,36.67,6.0,2.11
130,1.0,24.0,10.0,90.0,4194.0,964.4500000000007,4.35,60.0,36.67,5.0,1.87
131,1.0,24.0,20.0,50.0,3810.6,2871.849999999995,1.33,234.0,32.91,7.0,0.96
132,1.0,24.0,20.0,60.0,2173.9,3108.149999999996,0.7,221.0,32.13,7.0,0.65
133,1.0,24.0,20.0,70.0,3426.4,2775.3499999999985,1.23,196.0,33.67,7.0,0.92
134,1.0,24.0,20.0,80.0,2591.2,3108.3499999999976,0.83,168.0,33.93,7.0,0.77
135,1.0,24.0,20.0,90.0,1798.9,2970.0499999999984,0.61,121.0,33.88,8.0,0.63
136,1.0,24.0,30.0,50.0,5238.3,2871.849999999995,1.82,237.0,33.76,7.0,1.24
137,1.0,24.0,30.0,60.0,3601.6,3108.149999999996,1.16,224.0,33.04,7.0,0.93
138,1.0,24.0,30.0,70.0,4854.1,2775.3499999999985,1.75,199.0,34.67,7.0,1.22
139,1.0,24.0,30.0,80.0,4018.9,3108.3499999999976,1.29,171.0,35.09,7.0,1.09
140,1.0,24.0,30.0,90.0,2750.7,2970.0499999999984,0.93,123.0,34.96,8.0,0.87
141,1.0,24.0,40.0,50.0,3860.1,3490.949999999996,1.11,239.0,33.47,7.0,0.95
142,1.0,24.0,40.0,60.0,2223.4,3727.2499999999964,0.6,226.0,32.74,7.0,0.64
143,1.0,24.0,40.0,70.0,3475.9,3394.449999999999,1.02,201.0,34.33,7.0,0.9
144,1.0,24.0,40.0,80.0,2640.7,3727.449999999998,0.71,173.0,34.68,7.0,0.75
145,1.0,24.0,40.0,90.0,1372.5,3589.1499999999987,0.38,125.0,34.4,8.0,0.49
146,1.0,24.0,50.0,50.0,3860.1,3490.949999999996,1.11,239.0,33.47,7.0,0.95
147,1.0,24.0,50.0,60.0,2223.4,3727.2499999999964,0.6,226.0,32.74,7.0,0.64
148,1.0,24.0,50.0,70.0,3475.9,3394.449999999999,1.02,201.0,34.33,7.0,0.9
149,1.0,24.0,50.0,80.0,2640.7,3727.449999999998,0.71,173.0,34.68,7.0,0.75
150,1.0,24.0,50.0,90.0,1372.5,3589.1499999999987,0.38,125.0,34.4,8.0,0.49
151,2.0,4.0,10.0,50.0,119.80000000000001,1039.9500000000007,0.12,72.0,69.44,4.0,0.43
152,2.0,4.0,10.0,60.0,583.5,675.3499999999985,0.86,65.0,72.31,3.0,0.95
153,2.0,4.0,10.0,70.0,640.9,503.4500000000007,1.27,51.0,74.51,2.0,1.08
154,2.0,4.0,10.0,80.0,558.7,310.25,1.8,43.0,74.42,2.0,1.02
155,2.0,4.0,10.0,90.0,766.1,302.5500000000011,2.53,29.0,79.31,1.0,1.65
156,2.0,4.0,20.0,50.0,-1867.4,2762.4499999999935,-0.68,214.0,72.9,4.0,-0.47
157,2.0,4.0,20.0,60.0,-1554.1,2221.4499999999916,-0.7,201.0,73.63,5.0,-0.35
158,2.0,4.0,20.0,70.0,-945.7,1934.4499999999916,-0.49,177.0,75.14,2.0,-0.11
159,2.0,4.0,20.0,80.0,-1295.9,1981.049999999992,-0.65,149.0,74.5,3.0,-0.37
160,2.0,4.0,20.0,90.0,279.5,1255.949999999999,0.22,105.0,78.1,2.0,0.48
161,2.0,4.0,30.0,50.0,-2069.4,3029.250000000001,-0.68,234.0,73.93,4.0,-0.48
162,2.0,4.0,30.0,60.0,-1756.1,2488.249999999991,-0.71,221.0,74.66,3.0,-0.38
163,2.0,4.0,30.0,70.0,-1223.6,2277.1499999999924,-0.54,196.0,76.02,3.0,-0.2
164,2.0,4.0,30.0,80.0,-1573.8,2272.549999999992,-0.69,168.0,75.6,3.0,-0.43
165,2.0,4.0,30.0,90.0,193.0,1547.3499999999985,0.12,120.0,79.17,3.0,0.41
166,2.0,4.0,40.0,50.0,-1841.7,2801.549999999991,-0.66,237.0,74.26,4.0,-0.38
167,2.0,4.0,40.0,60.0,-1528.4,2260.549999999992,-0.68,224.0,75.0,3.0,-0.27
168,2.0,4.0,40.0,70.0,-995.9,2049.4499999999935,-0.49,199.0,76.38,3.0,-0.08
169,2.0,4.0,40.0,80.0,-1346.1,2044.849999999995,-0.66,171.0,76.02,3.0,-0.31
170,2.0,4.0,40.0,90.0,420.7,1395.5499999999993,0.3,123.0,79.67,2.0,0.55
171,2.0,4.0,50.0,50.0,-1689.9,2801.449999999997,-0.6,239.0,74.48,4.0,-0.31
172,2.0,4.0,50.0,60.0,-1376.6,2108.7499999999927,-0.65,226.0,75.22,3.0,-0.2
173,2.0,4.0,50.0,70.0,-844.1,2009.949999999997,-0.42,201.0,76.62,3.0,-0.01
174,2.0,4.0,50.0,80.0,-1194.3,1976.7499999999982,-0.6,173.0,76.3,3.0,-0.24
175,2.0,4.0,50.0,90.0,572.5,1395.5499999999993,0.41,125.0,80.0,2.0,0.64
176,2.0,8.0,10.0,50.0,669.8,1383.1499999999978,0.48,72.0,55.56,4.0,0.68
177,2.0,8.0,10.0,60.0,893.5,1179.0499999999975,0.76,65.0,56.92,4.0,0.87
178,2.0,8.0,10.0,70.0,580.9,1405.1000000000004,0.41,51.0,56.86,4.0,0.66
179,2.0,8.0,10.0,80.0,733.7,958.6999999999989,0.77,43.0,58.14,4.0,0.83
180,2.0,8.0,10.0,90.0,871.1,738.4500000000007,1.18,29.0,62.07,4.0,1.11
181,2.0,8.0,20.0,50.0,-537.4,2635.5499999999956,-0.2,214.0,59.81,5.0,0.12
182,2.0,8.0,20.0,60.0,-864.1,2669.5499999999956,-0.32,201.0,59.7,6.0,-0.01
183,2.0,8.0,20.0,70.0,-265.70000000000005,2235.9999999999964,-0.12,177.0,61.02,5.0,0.17
184,2.0,8.0,20.0,80.0,-455.9,1877.2999999999975,-0.24,149.0,61.07,5.0,0.06
185,2.0,8.0,20.0,90.0,839.5,1528.7499999999982,0.55,105.0,63.81,5.0,0.61
186,2.0,8.0,30.0,50.0,-2519.4,4080.4500000000025,-0.62,234.0,59.83,5.0,-0.48
187,2.0,8.0,30.0,60.0,-2846.1,3939.449999999999,-0.72,221.0,59.73,5.0,-0.61
188,2.0,8.0,30.0,70.0,-2403.6,3488.7999999999984,-0.69,196.0,60.71,5.0,-0.52
189,2.0,8.0,30.0,80.0,-2593.8,3529.199999999997,-0.73,168.0,60.71,5.0,-0.66
190,2.0,8.0,30.0,90.0,-772.0,2518.3499999999985,-0.31,120.0,63.33,5.0,-0.11
191,2.0,8.0,40.0,50.0,-2051.7,3612.7499999999927,-0.57,237.0,60.34,5.0,-0.33
192,2.0,8.0,40.0,60.0,-2378.4,3766.449999999997,-0.63,224.0,60.27,5.0,-0.46
193,2.0,8.0,40.0,70.0,-1935.9,3488.7999999999956,-0.55,199.0,61.31,5.0,-0.36
194,2.0,8.0,40.0,80.0,-2126.1,3130.0999999999985,-0.68,171.0,61.4,5.0,-0.49
195,2.0,8.0,40.0,90.0,-304.3,2518.3499999999967,-0.12,123.0,64.23,5.0,0.08
196,2.0,8.0,50.0,50.0,-2714.9,4275.9500000000035,-0.63,239.0,60.25,5.0,-0.52
197,2.0,8.0,50.0,60.0,-3041.6,4134.950000000003,-0.74,226.0,60.18,5.0,-0.64
198,2.0,8.0,50.0,70.0,-2599.1,3699.3999999999996,-0.7,201.0,61.19,5.0,-0.56
199,2.0,8.0,50.0,80.0,-2789.3,3724.699999999999,-0.75,173.0,61.27,5.0,-0.69
200,2.0,8.0,50.0,90.0,-967.5,2518.3499999999985,-0.38,125.0,64.0,5.0,-0.17
201,2.0,12.0,10.0,50.0,3044.8,1264.449999999999,2.41,72.0,52.78,4.0,1.9
202,2.0,12.0,10.0,60.0,3028.5,920.7500000000036,3.29,65.0,53.85,4.0,1.97
203,2.0,12.0,10.0,70.0,2470.9,1245.100000000004,1.98,51.0,54.9,4.0,1.79
204,2.0,12.0,10.0,80.0,2303.7,878.7000000000025,2.62,43.0,55.81,4.0,1.82
205,2.0,12.0,10.0,90.0,2311.1,738.4499999999989,3.13,29.0,62.07,4.0,2.21
206,2.0,12.0,20.0,50.0,5312.6,1944.3499999999967,2.73,214.0,55.61,6.0,1.76
207,2.0,12.0,20.0,60.0,4345.9,2118.8500000000186,2.05,201.0,55.22,6.0,1.5
208,2.0,12.0,20.0,70.0,4379.3,2245.300000000012,1.95,177.0,56.5,6.0,1.57
209,2.0,12.0,20.0,80.0,3899.1,2205.450000000008,1.77,149.0,57.05,6.0,1.5
210,2.0,12.0,20.0,90.0,4189.5,1541.2500000000036,2.72,105.0,60.0,6.0,1.84
211,2.0,12.0,30.0,50.0,1995.6,3201.6500000000087,0.62,234.0,54.7,6.0,0.74
212,2.0,12.0,30.0,60.0,1028.9,3909.3500000000113,0.26,221.0,54.3,6.0,0.5
213,2.0,12.0,30.0,70.0,1651.4,3446.7000000000116,0.48,196.0,55.61,6.0,0.66
214,2.0,12.0,30.0,80.0,1171.2,3406.850000000006,0.34,168.0,55.95,6.0,0.54
215,2.0,12.0,30.0,90.0,1828.0,2635.95000000001,0.69,120.0,58.33,6.0,0.78
216,2.0,12.0,40.0,50.0,2703.3,3201.650000000018,0.84,237.0,55.27,6.0,0.92
217,2.0,12.0,40.0,60.0,1736.6,3909.350000000015,0.44,224.0,54.91,6.0,0.68
218,2.0,12.0,40.0,70.0,2359.1,3446.7000000000153,0.68,199.0,56.28,6.0,0.86
219,2.0,12.0,40.0,80.0,1878.9,3406.8500000000095,0.55,171.0,56.73,6.0,0.74
220,2.0,12.0,40.0,90.0,2535.7,2635.95000000001,0.96,123.0,59.35,6.0,1.01
221,2.0,12.0,50.0,50.0,2120.1,3201.6500000000087,0.66,239.0,55.23,6.0,0.76
222,2.0,12.0,50.0,60.0,1153.4,3909.3500000000113,0.3,226.0,54.87,6.0,0.52
223,2.0,12.0,50.0,70.0,1775.9,3446.7000000000116,0.52,201.0,56.22,6.0,0.68
224,2.0,12.0,50.0,80.0,1295.7,3406.8500000000076,0.38,173.0,56.65,6.0,0.56
225,2.0,12.0,50.0,90.0,1952.5,2635.9500000000116,0.74,125.0,59.2,6.0,0.79
226,2.0,16.0,10.0,50.0,3139.8,1143.9500000000007,2.74,72.0,44.44,6.0,1.65
227,2.0,16.0,10.0,60.0,2883.5,1008.9500000000044,2.86,65.0,44.62,6.0,1.59
228,2.0,16.0,10.0,70.0,2290.9,1085.100000000004,2.11,51.0,45.1,6.0,1.42
229,2.0,16.0,10.0,80.0,2253.7,798.7000000000044,2.82,43.0,46.51,4.0,1.5
230,2.0,16.0,10.0,90.0,2706.1,738.4500000000007,3.66,29.0,55.17,4.0,2.08
231,2.0,16.0,20.0,50.0,5642.6,3714.3499999999985,1.52,214.0,48.13,8.0,1.57
232,2.0,16.0,20.0,60.0,4035.9,3425.6499999999996,1.18,201.0,47.26,8.0,1.2
233,2.0,16.0,20.0,70.0,4369.3,2612.8499999999985,1.67,177.0,48.59,6.0,1.33
234,2.0,16.0,20.0,80.0,3744.1,2556.8499999999985,1.46,149.0,48.99,6.0,1.23
235,2.0,16.0,20.0,90.0,4889.5,1574.8499999999985,3.1,105.0,53.33,6.0,1.77
236,2.0,16.0,30.0,50.0,2265.6,4473.649999999996,0.51,234.0,47.44,6.0,0.7
237,2.0,16.0,30.0,60.0,658.9,4184.949999999996,0.16,221.0,46.61,6.0,0.35
238,2.0,16.0,30.0,70.0,1581.4,3372.149999999998,0.47,196.0,47.96,6.0,0.56
239,2.0,16.0,30.0,80.0,956.2,3560.149999999998,0.27,168.0,48.21,6.0,0.41
240,2.0,16.0,30.0,90.0,2308.0,2783.5500000000065,0.83,120.0,51.67,6.0,0.81
241,2.0,16.0,40.0,50.0,2153.3,4901.849999999996,0.44,237.0,47.68,6.0,0.67
242,2.0,16.0,40.0,60.0,546.6,4613.149999999996,0.12,224.0,46.88,6.0,0.32
243,2.0,16.0,40.0,70.0,1469.1,3800.3499999999976,0.39,199.0,48.24,6.0,0.52
244,2.0,16.0,40.0,80.0,843.9,3988.3499999999985,0.21,171.0,48.54,6.0,0.38
245,2.0,16.0,40.0,90.0,2195.7,2783.5500000000047,0.79,123.0,52.03,6.0,0.75
246,2.0,16.0,50.0,50.0,1650.1,4901.849999999996,0.34,239.0,47.7,6.0,0.55
247,2.0,16.0,50.0,60.0,43.39999999999998,4613.149999999996,0.01,226.0,46.9,6.0,0.21
248,2.0,16.0,50.0,70.0,965.9,3800.3499999999976,0.25,201.0,48.26,6.0,0.4
249,2.0,16.0,50.0,80.0,340.70000000000005,3988.3499999999985,0.09,173.0,48.55,6.0,0.25
250,2.0,16.0,50.0,90.0,1692.5,2783.5500000000047,0.61,125.0,52.0,6.0,0.6
251,2.0,20.0,10.0,50.0,3279.8,1353.9500000000007,2.42,72.0,37.5,9.0,1.47
252,2.0,20.0,10.0,60.0,2783.5,1353.9500000000007,2.06,65.0,36.92,9.0,1.32
253,2.0,20.0,10.0,70.0,2880.9,1353.9500000000007,2.13,51.0,39.22,9.0,1.48
254,2.0,20.0,10.0,80.0,2603.7,1045.75,2.49,43.0,39.53,7.0,1.44
255,2.0,20.0,10.0,90.0,3206.1,738.4499999999989,4.34,29.0,48.28,4.0,1.97
256,2.0,20.0,20.0,50.0,8077.6,4437.250000000004,1.82,214.0,43.46,8.0,1.89
257,2.0,20.0,20.0,60.0,5830.9,4308.550000000003,1.35,201.0,42.29,8.0,1.45
258,2.0,20.0,20.0,70.0,6614.3,3655.750000000002,1.81,177.0,44.07,7.0,1.68
259,2.0,20.0,20.0,80.0,6274.1,3238.750000000002,1.94,149.0,44.97,9.0,1.71
260,2.0,20.0,20.0,90.0,6529.5,2549.550000000001,2.56,105.0,48.57,8.0,2.01
261,2.0,20.0,30.0,50.0,4515.6,5408.649999999997,0.83,234.0,42.74,7.0,1.06
262,2.0,20.0,30.0,60.0,2268.9,5279.949999999998,0.43,221.0,41.63,7.0,0.63
263,2.0,20.0,30.0,70.0,3641.4,4627.149999999999,0.79,196.0,43.37,7.0,0.92
264,2.0,20.0,30.0,80.0,3301.2,4210.15,0.78,168.0,44.05,7.0,0.88
265,2.0,20.0,30.0,90.0,3603.0,3101.8500000000004,1.16,120.0,46.67,6.0,1.04
266,2.0,20.0,40.0,50.0,4563.3,5756.849999999997,0.79,237.0,43.04,7.0,1.05
267,2.0,20.0,40.0,60.0,2316.6,5628.149999999998,0.41,224.0,41.96,7.0,0.63
268,2.0,20.0,40.0,70.0,3689.1,4975.349999999999,0.74,199.0,43.72,7.0,0.92
269,2.0,20.0,40.0,80.0,3348.9,4558.349999999999,0.73,171.0,44.44,6.0,0.88
270,2.0,20.0,40.0,90.0,3650.7,3450.0499999999993,1.06,123.0,47.15,6.0,1.03
271,2.0,20.0,50.0,50.0,4140.1,5756.849999999997,0.72,239.0,43.1,7.0,0.96
272,2.0,20.0,50.0,60.0,1893.4,5628.149999999998,0.34,226.0,42.04,7.0,0.54
273,2.0,20.0,50.0,70.0,3265.9,4975.349999999999,0.66,201.0,43.78,7.0,0.82
274,2.0,20.0,50.0,80.0,2925.7,4558.349999999999,0.64,173.0,44.51,6.0,0.77
275,2.0,20.0,50.0,90.0,3227.5,3450.0499999999993,0.94,125.0,47.2,6.0,0.9
276,2.0,24.0,10.0,50.0,4019.8,1668.9500000000025,2.41,72.0,36.11,9.0,1.58
277,2.0,24.0,10.0,60.0,3283.5,1564.2000000000044,2.1,65.0,35.38,7.0,1.38
278,2.0,24.0,10.0,70.0,3875.9,1273.9500000000025,3.04,51.0,39.22,5.0,1.74
279,2.0,24.0,10.0,80.0,4043.7,965.7500000000018,4.19,43.0,41.86,5.0,1.94
280,2.0,24.0,10.0,90.0,4326.1,738.4500000000007,5.86,29.0,48.28,4.0,2.34
281,2.0,24.0,20.0,50.0,10172.6,3563.449999999999,2.85,214.0,40.65,8.0,2.09
282,2.0,24.0,20.0,60.0,8015.9,3594.749999999998,2.23,201.0,39.8,8.0,1.73
283,2.0,24.0,20.0,70.0,9054.3,3101.9500000000007,2.92,177.0,41.81,7.0,2.01
284,2.0,24.0,20.0,80.0,9229.1,2481.8500000000076,3.72,149.0,43.62,9.0,2.18
285,2.0,24.0,20.0,90.0,8124.5,2129.850000000002,3.81,105.0,45.71,8.0,2.2
286,2.0,24.0,30.0,50.0,6125.6,4333.650000000003,1.41,234.0,39.74,7.0,1.23
287,2.0,24.0,30.0,60.0,3968.9,4364.950000000004,0.91,221.0,38.91,7.0,0.87
288,2.0,24.0,30.0,70.0,5596.4,3872.1500000000033,1.45,196.0,40.82,7.0,1.2
289,2.0,24.0,30.0,80.0,5771.2,3390.850000000006,1.7,168.0,42.26,7.0,1.29
290,2.0,24.0,30.0,90.0,4553.0,2737.650000000007,1.66,120.0,43.33,6.0,1.15
291,2.0,24.0,40.0,50.0,6333.3,4601.850000000004,1.38,237.0,40.08,7.0,1.25
292,2.0,24.0,40.0,60.0,4176.6,4633.150000000003,0.9,224.0,39.29,7.0,0.9
293,2.0,24.0,40.0,70.0,5804.1,4140.350000000002,1.4,199.0,41.21,7.0,1.22
294,2.0,24.0,40.0,80.0,5978.9,3598.350000000004,1.66,171.0,42.69,6.0,1.3
295,2.0,24.0,40.0,90.0,4760.7,2810.0500000000047,1.69,123.0,43.9,6.0,1.17
296,2.0,24.0,50.0,50.0,5990.1,4601.850000000004,1.3,239.0,40.17,7.0,1.18
297,2.0,24.0,50.0,60.0,3833.4,4633.150000000003,0.83,226.0,39.38,7.0,0.83
298,2.0,24.0,50.0,70.0,5460.9,4140.350000000002,1.32,201.0,41.29,7.0,1.14
299,2.0,24.0,50.0,80.0,5635.7,3598.350000000004,1.57,173.0,42.77,6.0,1.22
300,2.0,24.0,50.0,90.0,4417.5,3080.850000000006,1.43,125.0,44.0,6.0,1.07
301,3.0,4.0,10.0,50.0,-529.4,1167.1500000000015,-0.45,34.0,61.76,4.0,-0.56
302,3.0,4.0,10.0,60.0,-272.1,833.9500000000007,-0.33,31.0,64.52,4.0,-0.22
303,3.0,4.0,10.0,70.0,-50.2,720.75,-0.07,22.0,68.18,4.0,0.07
304,3.0,4.0,10.0,80.0,-179.7,660.75,-0.27,17.0,64.71,3.0,-0.22
305,3.0,4.0,10.0,90.0,54.0,403.4500000000007,0.13,10.0,70.0,2.0,0.26
306,3.0,4.0,20.0,50.0,61.0,2537.5499999999975,0.02,190.0,77.37,4.0,0.42
307,3.0,4.0,20.0,60.0,-288.9,2507.949999999997,-0.12,179.0,77.09,5.0,0.22
308,3.0,4.0,20.0,70.0,310.4,2610.949999999999,0.12,156.0,78.85,3.0,0.52
309,3.0,4.0,20.0,80.0,-418.9,2215.449999999999,-0.19,129.0,77.52,3.0,0.06
310,3.0,4.0,20.0,90.0,755.1,1711.25,0.44,89.0,80.9,3.0,0.83
311,3.0,4.0,30.0,50.0,204.29999999999995,2130.249999999998,0.1,227.0,78.85,4.0,0.49
312,3.0,4.0,30.0,60.0,-221.5,2176.5499999999975,-0.1,215.0,78.6,4.0,0.29
313,3.0,4.0,30.0,70.0,226.0,2355.449999999999,0.1,190.0,80.0,3.0,0.47
314,3.0,4.0,30.0,80.0,-579.2,1959.949999999999,-0.3,162.0,79.01,3.0,0.04
315,3.0,4.0,30.0,90.0,1527.6,1483.550000000001,1.03,114.0,83.33,3.0,1.28
316,3.0,4.0,40.0,50.0,-772.6,2714.7499999999945,-0.28,236.0,78.81,4.0,0.08
317,3.0,4.0,40.0,60.0,-1274.3,2988.7499999999945,-0.43,223.0,78.48,4.0,-0.14
318,3.0,4.0,40.0,70.0,-826.8,3085.149999999996,-0.27,198.0,79.8,3.0,-0.01
319,3.0,4.0,40.0,80.0,-1632.0,2698.2499999999927,-0.6,170.0,78.82,3.0,-0.4
320,3.0,4.0,40.0,90.0,474.8,1556.25,0.31,122.0,82.79,3.0,0.51
321,3.0,4.0,50.0,50.0,-620.8,2562.9499999999953,-0.24,238.0,78.99,4.0,0.14
322,3.0,4.0,50.0,60.0,-1122.5,2836.9499999999953,-0.4,225.0,78.67,4.0,-0.08
323,3.0,4.0,50.0,70.0,-675.0,2933.3499999999967,-0.23,200.0,80.0,3.0,0.06
324,3.0,4.0,50.0,80.0,-1480.2,2546.4499999999935,-0.58,172.0,79.07,3.0,-0.33
325,3.0,4.0,50.0,90.0,626.6,1404.4500000000007,0.45,124.0,83.06,3.0,0.59
326,3.0,8.0,10.0,50.0,70.6,1248.949999999999,0.06,34.0,52.94,4.0,0.22
327,3.0,8.0,10.0,60.0,247.9,915.75,0.27,31.0,54.84,4.0,0.4
328,3.0,8.0,10.0,70.0,429.8,678.4499999999989,0.63,22.0,59.09,4.0,0.66
329,3.0,8.0,10.0,80.0,335.3,542.5500000000011,0.62,17.0,58.82,3.0,0.58
330,3.0,8.0,10.0,90.0,249.0,365.25,0.68,10.0,60.0,2.0,0.54
331,3.0,8.0,20.0,50.0,2631.0,2059.2500000000146,1.28,190.0,66.32,5.0,1.21
332,3.0,8.0,20.0,60.0,1561.1,2526.9500000000116,0.62,179.0,65.36,6.0,0.83
333,3.0,8.0,20.0,70.0,2215.4,2097.500000000011,1.06,156.0,67.31,4.0,1.1
334,3.0,8.0,20.0,80.0,2221.1,1789.0499999999993,1.24,129.0,68.22,4.0,1.17
335,3.0,8.0,20.0,90.0,2510.1,1472.6499999999996,1.7,89.0,70.79,4.0,1.5
336,3.0,8.0,30.0,50.0,2564.3,4118.150000000027,0.62,227.0,67.84,4.0,1.06
337,3.0,8.0,30.0,60.0,1338.5,4585.850000000019,0.29,215.0,66.98,4.0,0.68
338,3.0,8.0,30.0,70.0,1681.0,4468.200000000017,0.38,190.0,68.42,4.0,0.79
339,3.0,8.0,30.0,80.0,1530.8,3964.5000000000127,0.39,162.0,69.14,4.0,0.76
340,3.0,8.0,30.0,90.0,2352.6,2756.8500000000113,0.85,114.0,71.93,4.0,1.17
341,3.0,8.0,40.0,50.0,1367.4,5331.15000000002,0.26,236.0,67.8,4.0,0.66
342,3.0,8.0,40.0,60.0,-14.299999999999955,5798.850000000017,-0.0,223.0,66.82,4.0,0.26
343,3.0,8.0,40.0,70.0,328.20000000000005,5681.200000000019,0.06,198.0,68.18,4.0,0.34
344,3.0,8.0,40.0,80.0,178.0,5177.500000000015,0.03,170.0,68.82,4.0,0.28
345,3.0,8.0,40.0,90.0,999.8,3380.9500000000044,0.3,122.0,71.31,4.0,0.55
346,3.0,8.0,50.0,50.0,704.2,5994.350000000015,0.12,238.0,67.65,4.0,0.46
347,3.0,8.0,50.0,60.0,-677.5,6462.050000000016,-0.1,225.0,66.67,4.0,0.07
348,3.0,8.0,50.0,70.0,-335.0,6344.400000000014,-0.05,200.0,68.0,4.0,0.14
349,3.0,8.0,50.0,80.0,-485.20000000000005,5840.700000000015,-0.08,172.0,68.6,4.0,0.07
350,3.0,8.0,50.0,90.0,336.6,3975.7500000000127,0.08,124.0,70.97,4.0,0.29
351,3.0,12.0,10.0,50.0,250.6,1410.3500000000004,0.18,34.0,44.12,5.0,0.32
352,3.0,12.0,10.0,60.0,347.9,1077.1499999999996,0.32,31.0,45.16,4.0,0.41
353,3.0,12.0,10.0,70.0,604.8,678.4499999999989,0.89,22.0,50.0,4.0,0.69
354,3.0,12.0,10.0,80.0,270.3,586.6499999999996,0.46,17.0,47.06,3.0,0.38
355,3.0,12.0,10.0,90.0,729.0,365.25,2.0,10.0,60.0,2.0,1.15
356,3.0,12.0,20.0,50.0,3981.0,2155.25000000002,1.85,190.0,57.37,6.0,1.36
357,3.0,12.0,20.0,60.0,2191.1,2862.950000000019,0.77,179.0,55.87,6.0,0.85
358,3.0,12.0,20.0,70.0,2820.4,2453.500000000011,1.15,156.0,57.69,6.0,1.07
359,3.0,12.0,20.0,80.0,2501.1,2189.80000000001,1.14,129.0,58.14,6.0,1.03
360,3.0,12.0,20.0,90.0,3755.1,1819.4500000000062,2.06,89.0,62.92,6.0,1.7
361,3.0,12.0,30.0,50.0,5329.3,4453.150000000011,1.2,227.0,59.91,6.0,1.55
362,3.0,12.0,30.0,60.0,3303.5,5160.850000000024,0.64,215.0,58.6,6.0,1.05
363,3.0,12.0,30.0,70.0,4286.0,4443.350000000015,0.96,190.0,60.53,6.0,1.35
