combination,minutes,target,trailing,trailing type,net profit,max drawdown,profit/dd,total trades,percent profitable,max con loss,sharpe ratio
181,4,20.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
182,4,20.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
183,4,20.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
184,4,20.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
185,4,24.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
186,4,24.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
187,4,24.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
188,4,24.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
189,4,24.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
190,4,24.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
191,4,24.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
192,4,24.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
193,5,4.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
194,5,4.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
195,5,4.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
196,5,4.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
197,5,4.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
198,5,4.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
199,5,4.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
200,5,4.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
201,5,8.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
202,5,8.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
203,5,8.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
204,5,8.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
205,5,8.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
206,5,8.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
207,5,8.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
208,5,8.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
209,5,12.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
210,5,12.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
211,5,12.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
212,5,12.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
213,5,12.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
214,5,12.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
215,5,12.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
